id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,notes
SMPOPNETMARB,2024-09-18,2024-09-18,Net migration for the Arab World,1962-01-01,2017-01-01,5 Year,5Y,People,People,Not Seasonally Adjusted,NSA,2020-09-11 16:39:05-05:00,1,"Net migration is the net total of migrants during the period, that is, the total number of immigrants less the annual number of emigrants, including both citizens and noncitizens. Data are five-year estimates.  Nations that are included in this data series are listed at https://datahelpdesk.worldbank.org/knowledgebase/articles/906519  Source Indicator: SM.POP.NETM"
SMPOPNETMCEB,2024-09-18,2024-09-18,Net migration for Central Europe and the Baltics,1962-01-01,2017-01-01,5 Year,5Y,People,People,Not Seasonally Adjusted,NSA,2020-09-11 16:39:05-05:00,1,"Net migration is the net total of migrants during the period, that is, the total number of immigrants less the annual number of emigrants, including both citizens and noncitizens. Data are five-year estimates.  Nations that are included in this data series are listed at https://datahelpdesk.worldbank.org/knowledgebase/articles/906519  Source Indicator: SM.POP.NETM"
SMPOPNETMCHI,2024-09-18,2024-09-18,Net migration for the Channel Islands,1962-01-01,2017-01-01,5 Year,5Y,People,People,Not Seasonally Adjusted,NSA,2020-09-11 16:35:06-05:00,1,"Net migration is the net total of migrants during the period, that is, the total number of immigrants less the annual number of emigrants, including both citizens and noncitizens. Data are five-year estimates.  Source Indicator: SM.POP.NETM"
SMPOPNETMCSS,2024-09-18,2024-09-18,Net migration for Caribbean Small States,1962-01-01,2017-01-01,5 Year,5Y,People,People,Not Seasonally Adjusted,NSA,2020-09-11 16:39:05-05:00,1,"Net migration is the net total of migrants during the period, that is, the total number of immigrants less the annual number of emigrants, including both citizens and noncitizens. Data are five-year estimates.  Nations that are included in this data series are listed at https://datahelpdesk.worldbank.org/knowledgebase/articles/906519  Source Indicator: SM.POP.NETM"
SMPOPNETMEAP,2024-09-18,2024-09-18,Net migration for Developing Countries in East Asia and Pacific,1962-01-01,2017-01-01,5 Year,5Y,People,People,Not Seasonally Adjusted,NSA,2020-09-11 16:39:05-05:00,1,"Net migration is the net total of migrants during the period, that is, the total number of immigrants less the annual number of emigrants, including both citizens and noncitizens. Data are five-year estimates.  Nations that are included in this data series are listed at http://data.worldbank.org/about/country-and-lending-groups. A developing nation is defined as one which falls within the lower or middle income bracket.  Source Indicator: SM.POP.NETM"
SMPOPNETMEAS,2024-09-18,2024-09-18,Net migration: All Income Levels for East Asia and Pacific,1962-01-01,2017-01-01,5 Year,5Y,People,People,Not Seasonally Adjusted,NSA,2020-09-11 16:39:06-05:00,1,"Net migration is the net total of migrants during the period, that is, the total number of immigrants less the annual number of emigrants, including both citizens and noncitizens. Data are five-year estimates.  Nations that are included in this data series are listed at http://data.worldbank.org/about/country-and-lending-groups  Source Indicator: SM.POP.NETM"
SMPOPNETMECA,2024-09-18,2024-09-18,Net migration for Developing Countries in Europe and Central Asia,1962-01-01,2017-01-01,5 Year,5Y,People,People,Not Seasonally Adjusted,NSA,2022-07-05 14:33:30-05:00,1,"Net migration is the net total of migrants during the period, that is, the total number of immigrants less the annual number of emigrants, including both citizens and noncitizens. Data are five-year estimates.  Nations that are included in this data series are listed at http://data.worldbank.org/about/country-and-lending-groups. A developing nation is defined as one which falls within the lower or middle income bracket.  Source Indicator: SM.POP.NETM"
SMPOPNETMECS,2024-09-18,2024-09-18,Net migration: All Income Levels for Europe and Central Asia,1962-01-01,2017-01-01,5 Year,5Y,People,People,Not Seasonally Adjusted,NSA,2020-09-11 16:35:04-05:00,0,"Net migration is the net total of migrants during the period, that is, the total number of immigrants less the annual number of emigrants, including both citizens and noncitizens. Data are five-year estimates.  Nations that are included in this data series are listed at http://data.worldbank.org/about/country-and-lending-groups  Source Indicator: SM.POP.NETM"
SMPOPNETMEMU,2024-09-18,2024-09-18,Net migration for the Euro Area,1962-01-01,2017-01-01,5 Year,5Y,People,People,Not Seasonally Adjusted,NSA,2020-09-11 16:33:51-05:00,1,"Net migration is the net total of migrants during the period, that is, the total number of immigrants less the annual number of emigrants, including both citizens and noncitizens. Data are five-year estimates.  Nations that are included in this data series are listed at http://data.worldbank.org/region/EMU  Source Indicator: SM.POP.NETM"
SMPOPNETMEUU,2024-09-18,2024-09-18,Net migration for the European Union,1962-01-01,2017-01-01,5 Year,5Y,People,People,Not Seasonally Adjusted,NSA,2020-09-11 16:33:26-05:00,4,"Net migration is the net total of migrants during the period, that is, the total number of immigrants less the annual number of emigrants, including both citizens and noncitizens. Data are five-year estimates.  Nations that are included in this data series are listed at https://datahelpdesk.worldbank.org/knowledgebase/articles/906519  Source Indicator: SM.POP.NETM"
