id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,notes
M16001USM358SNBR,2024-09-18,2024-09-18,"Amplitude-Adjusted Composite Index of Twenty Leading Series, Unweighted for United States",1948-01-01,1964-09-01,Monthly,M,Index Jan 1948=100,Index Jan 1948=100,Seasonally Adjusted,SA,2012-08-20 09:31:57-05:00,0,"Source: J. Shiskin Of NBER, Table 6, January 29, 1965  This NBER data series m16001 appears on the NBER website in Chapter 16 at http://www.nber.org/databases/macrohistory/contents/chapter16.html.  NBER Indicator: m16001"
M16004USM358SNBR,2024-09-18,2024-09-18,"Composite Index of Four Roughly Coincident Series, Amplitude-Adjusted, Unweighted for United States",1948-01-01,1964-09-01,Monthly,M,Index Jan 1948=100,Index Jan 1948=100,Seasonally Adjusted,SA,2012-08-20 09:31:59-05:00,1,"Source: J. Shiskin At NBER, Table 6, January 29,1965  This NBER data series m16004 appears on the NBER website in Chapter 16 at http://www.nber.org/databases/macrohistory/contents/chapter16.html.  NBER Indicator: m16004"
M16005USM358SNBR,2024-09-18,2024-09-18,"Composite Index of Three Lagging Indicators, Amplitude-Adjusted, Weighted for United States",1948-01-01,1966-03-01,Monthly,M,Index Jan 1948=100,Index Jan 1948=100,Seasonally Adjusted,SA,2012-08-20 09:32:42-05:00,14,"Components Of This Index Are (Diffusion Index, Manuufacturers' Sales), (Diffusion Index, New Orders For Durable Goods), And (Diffusion Index, Freight Carloadings). Source: U.S. Bureau Of The Census  This NBER data series m16005 appears on the NBER website in Chapter 16 at http://www.nber.org/databases/macrohistory/contents/chapter16.html.  NBER Indicator: m16005"
M16006USM156SNBR,2024-09-18,2024-09-18,Adjusted Rates of Change of Composite Indexes of Twenty Leading Series for United States,1948-02-01,1964-09-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2012-08-20 09:32:59-05:00,1,"Source: J. Shiskin Of NBER, Table 5, January 29, 1965  This NBER data series m16006 appears on the NBER website in Chapter 16 at http://www.nber.org/databases/macrohistory/contents/chapter16.html.  NBER Indicator: m16006"
M16009USM156SNBR,2024-09-18,2024-09-18,Adjusted Rates of Change of Composite Index of Four Sensitive Roughly Coincident Series for United States,1948-02-01,1964-09-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2012-08-20 09:31:10-05:00,1,"Source: J. Shiskin At NBER, Table 5, January 29,1965  This NBER data series m16009 appears on the NBER website in Chapter 16 at http://www.nber.org/databases/macrohistory/contents/chapter16.html.  NBER Indicator: m16009"
M16010USM156SNBR,2024-09-18,2024-09-18,Adjusted Rates of Change of Composite Index of Three Lagging Series for United States,1948-02-01,1964-09-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2012-08-20 09:31:36-05:00,2,"Source: J. Shiskin At NBER, Table 5, January 29, 1965  This NBER data series m16010 appears on the NBER website in Chapter 16 at http://www.nber.org/databases/macrohistory/contents/chapter16.html.  NBER Indicator: m16010"
M16011USM509SNBR,2024-09-18,2024-09-18,"Comprehensive Diffusion Index, Eighty Leading Series, One Month Span for United States",1948-02-01,1964-04-01,Monthly,M,Percent Expanding,% Expanding,Seasonally Adjusted,SA,2012-08-20 09:32:30-05:00,1,Source: NBER  This NBER data series m16011 appears on the NBER website in Chapter 16 at http://www.nber.org/databases/macrohistory/contents/chapter16.html.  NBER Indicator: m16011
M16012USM509SNBR,2024-09-18,2024-09-18,"Comprehensive Diffusion Index, Eighty Leading Series, Nine Month Span for United States",1948-06-01,1963-12-01,Monthly,M,Percent Expanding,% Expanding,Seasonally Adjusted,SA,2012-08-20 09:32:51-05:00,1,Source: NBER  This NBER data series m16012 appears on the NBER website in Chapter 16 at http://www.nber.org/databases/macrohistory/contents/chapter16.html.  NBER Indicator: m16012
M16013USM509SNBR,2024-09-18,2024-09-18,"Comprehensive Diffusion Index, Fifty-Four Roughly Coincident Series, One Month Span for United States",1948-02-01,1964-09-01,Monthly,M,Percent Expanding,% Expanding,Seasonally Adjusted,SA,2012-08-20 09:32:11-05:00,1,"Source: J. Shiskin At NBER, January 29, 1965  This NBER data series m16013 appears on the NBER website in Chapter 16 at http://www.nber.org/databases/macrohistory/contents/chapter16.html.  NBER Indicator: m16013"
M16014USM509SNBR,2024-09-18,2024-09-18,"Comprehensive Diffusion Index, Fifty-Four Roughly Coincident Series, Six Month Span for United States",1948-04-01,1964-06-01,Monthly,M,Percent Expanding,% Expanding,Seasonally Adjusted,SA,2012-08-20 09:32:49-05:00,1,"Source: J. Shiskin At NBER, January 29, 1965  This NBER data series m16014 appears on the NBER website in Chapter 16 at http://www.nber.org/databases/macrohistory/contents/chapter16.html.  NBER Indicator: m16014"
