id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,notes
NGMPBRDTELEUSMP,2024-09-18,2024-09-18,Gross Domestic Product: Private Industries: Information: Broadcasting and Telecommunications for United States Metropolitan Portion,2001-01-01,2016-01-01,Annual,A,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,2018-09-18 08:32:08-05:00,1,"Industries in the Broadcasting and Telecommunications subsector include establishments providing point-to-point communications and the services related to that activity. The industry groups (Radio and Television Broadcasting, Cable Networks and Program Distribution, and Telecommunications) are based on differences in the methods of communication and in the nature of services provided.  The Radio and Television Broadcasting industry group includes establishments that operate broadcasting studios and facilities for over the air or satellite delivery of radio and television programs of entertainment, news, talk, and the like. These establishments are often engaged in the production and purchase of programs and generating revenues from the sale of air time to advertisers and from donations, subsidies, and/or the sale of programs.  The Cable Networks and Program Distribution industry group includes establishments operating studios and facilities for the broadcasting of programs that are typically narrowcast in nature (limited format, such as news, sports, education, and youth-oriented programming) on a subscription or fee basis.  The Telecommunications industry group is primarily engaged in operating, maintaining, and/or providing access to facilities for the transmission of voice, data, text, sound, and video. A transmission facility may be based on a single technology or a combination of technologies.  Consists of all counties in a state that are parts of metropolitan statistical areas.  For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_metro/gdp_metro_newsrelease.htm."
NGMPDATAWWWUSMP,2024-09-18,2024-09-18,"Gross Domestic Product: Private Industries: Information: Data Processing, Internet Publishing, and Other Information Services for United States Metropolitan Portion",2001-01-01,2016-01-01,Annual,A,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,2018-09-18 08:32:07-05:00,0,"Industries in the Data processing, internet publishing, and other information services NAICS subsector group establishments that provide: (1) access to the Internet; (2) search facilities for the Internet; and (3) data processing, hosting, and related services.  Consists of all counties in a state that are parts of metropolitan statistical areas.  For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_metro/gdp_metro_newsrelease.htm."
NGMPINFOUSMP,2024-09-18,2024-09-18,Gross Domestic Product: Private Industries: Information for United States Metropolitan Portion,2017-01-01,2022-01-01,Annual,A,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,2023-12-18 14:20:34-06:00,2,"The Information NAICS sector comprises establishments engaged in the following processes: (a) producing and distributing information and cultural products, (b) providing the means to transmit or distribute these products as well as data or communications, and (c) processing data.  The main components of this sector are the publishing industries, including software publishing, and both traditional publishing and publishing exclusively on the Internet; the motion picture and sound recording industries; the broadcasting industries, including traditional broadcasting and those broadcasting exclusively over the Internet; the telecommunications industries; the industries known as Internet service providers and Web search portals; data processing industries; and the information services industries.  Consists of all counties in a state that are parts of metropolitan statistical areas.  For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_metro/gdp_metro_newsrelease.htm."
NGMPMOTPICSNDUSMP,2024-09-18,2024-09-18,Gross Domestic Product: Private Industries: Information: Motion Picture and Sound Recording Industries for United States Metropolitan Portion,2001-01-01,2016-01-01,Annual,A,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,2018-09-18 08:32:06-05:00,1,"Industries in the Motion Picture and Sound Recording Industries NAICS subsector group establishments involved in the production and distribution of motion pictures and sound recordings. While producers and distributors of motion pictures and sound recordings issue works for sale as traditional publishers do, the processes are sufficiently different to warrant placing establishments engaged in these activities in a separate subsector. Production is typically a complex process that involves several distinct types of establishments that are engaged in activities, such as contracting with performers, creating the film or sound content, and providing technical postproduction services. Film distribution is often to exhibitors, such as theaters and broadcasters, rather than through the wholesale and retail distribution chain. When the product is in a mass-produced form, NAICS treats production and distribution as the major economic activity as it does in the Publishing Industries subsector, rather than as a subsidiary activity to the manufacture of such products.  This subsector does not include establishments primarily engaged in the wholesale distribution of video cassettes and sound recordings, such as compact discs and audio tapes; these establishments are included in the Wholesale Trade sector. Reproduction of video cassettes and sound recordings that is carried out separately from establishments engaged in production and distribution is treated in NAICS as a manufacturing activity.  Consists of all counties in a state that are parts of metropolitan statistical areas.  For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_metro/gdp_metro_newsrelease.htm."
NGMPPUBINDUSMP,2024-09-18,2024-09-18,"Gross Domestic Product: Private Industries: Information: Publishing Industries, Except Internet Includes Software for United States Metropolitan Portion",2001-01-01,2016-01-01,Annual,A,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,2018-09-18 08:32:06-05:00,1,"Industries in the Publishing Industries (except Internet) NAICS subsector group establishments engaged in the publishing of newspapers, magazines, other periodicals, and books, as well as directory and mailing list and software publishing. In general, these establishments, which are known as publishers, issue copies of works for which they usually possess copyright. Works may be in one or more formats including traditional print form, CD-ROM, or proprietary electronic networks. Publishers may publish works originally created by others for which they have obtained the rights and/or works that they have created in-house. Software publishing is included here because the activity, creation of a copyrighted product and bringing it to market, is equivalent to the creation process for other types of intellectual products.  Consists of all counties in a state that are parts of metropolitan statistical areas.  For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_metro/gdp_metro_newsrelease.htm."
QGMPBRDTELEUSMP,2024-09-18,2024-09-18,Quantity Indexes for Real GDP: Private Industries: Information: Broadcasting and Telecommunications for United States Metropolitan Portion,2001-01-01,2016-01-01,Annual,A,Index 2009=100,Index 2009=100,Not Seasonally Adjusted,NSA,2018-09-18 08:31:28-05:00,1,"Industries in the Broadcasting and Telecommunications subsector include establishments providing point-to-point communications and the services related to that activity. The industry groups (Radio and Television Broadcasting, Cable Networks and Program Distribution, and Telecommunications) are based on differences in the methods of communication and in the nature of services provided.  The Radio and Television Broadcasting industry group includes establishments that operate broadcasting studios and facilities for over the air or satellite delivery of radio and television programs of entertainment, news, talk, and the like. These establishments are often engaged in the production and purchase of programs and generating revenues from the sale of air time to advertisers and from donations, subsidies, and/or the sale of programs.  The Cable Networks and Program Distribution industry group includes establishments operating studios and facilities for the broadcasting of programs that are typically narrowcast in nature (limited format, such as news, sports, education, and youth-oriented programming) on a subscription or fee basis.  The Telecommunications industry group is primarily engaged in operating, maintaining, and/or providing access to facilities for the transmission of voice, data, text, sound, and video. A transmission facility may be based on a single technology or a combination of technologies.  Consists of all counties in a state that are parts of metropolitan statistical areas.  For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_metro/gdp_metro_newsrelease.htm."
QGMPDATAWWWUSMP,2024-09-18,2024-09-18,"Quantity Indexes for Real GDP: Private Industries: Information: Data Processing, Internet Publishing, and Other Information Services for United States Metropolitan Portion",2001-01-01,2016-01-01,Annual,A,Index 2009=100,Index 2009=100,Not Seasonally Adjusted,NSA,2018-09-18 08:31:28-05:00,1,"Industries in the Data processing, internet publishing, and other information services NAICS subsector group establishments that provide: (1) access to the Internet; (2) search facilities for the Internet; and (3) data processing, hosting, and related services.  Consists of all counties in a state that are parts of metropolitan statistical areas.  For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_metro/gdp_metro_newsrelease.htm."
QGMPINFOUSMP,2024-09-18,2024-09-18,Quantity Indexes for Real GDP: Private Industries: Information for United States Metropolitan Portion,2017-01-01,2022-01-01,Annual,A,Index 2017=100,Index 2017=100,Not Seasonally Adjusted,NSA,2023-12-18 14:19:49-06:00,1,"The Information NAICS sector comprises establishments engaged in the following processes: (a) producing and distributing information and cultural products, (b) providing the means to transmit or distribute these products as well as data or communications, and (c) processing data.  The main components of this sector are the publishing industries, including software publishing, and both traditional publishing and publishing exclusively on the Internet; the motion picture and sound recording industries; the broadcasting industries, including traditional broadcasting and those broadcasting exclusively over the Internet; the telecommunications industries; the industries known as Internet service providers and Web search portals; data processing industries; and the information services industries.  Consists of all counties in a state that are parts of metropolitan statistical areas.  For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_metro/gdp_metro_newsrelease.htm."
QGMPMOTPICSNDUSMP,2024-09-18,2024-09-18,Quantity Indexes for Real GDP: Private Industries: Information: Motion Picture and Sound Recording Industries for United States Metropolitan Portion,2001-01-01,2016-01-01,Annual,A,Index 2009=100,Index 2009=100,Not Seasonally Adjusted,NSA,2018-09-18 08:31:16-05:00,1,"Industries in the Motion Picture and Sound Recording Industries NAICS subsector group establishments involved in the production and distribution of motion pictures and sound recordings. While producers and distributors of motion pictures and sound recordings issue works for sale as traditional publishers do, the processes are sufficiently different to warrant placing establishments engaged in these activities in a separate subsector. Production is typically a complex process that involves several distinct types of establishments that are engaged in activities, such as contracting with performers, creating the film or sound content, and providing technical postproduction services. Film distribution is often to exhibitors, such as theaters and broadcasters, rather than through the wholesale and retail distribution chain. When the product is in a mass-produced form, NAICS treats production and distribution as the major economic activity as it does in the Publishing Industries subsector, rather than as a subsidiary activity to the manufacture of such products.  This subsector does not include establishments primarily engaged in the wholesale distribution of video cassettes and sound recordings, such as compact discs and audio tapes; these establishments are included in the Wholesale Trade sector. Reproduction of video cassettes and sound recordings that is carried out separately from establishments engaged in production and distribution is treated in NAICS as a manufacturing activity.  Consists of all counties in a state that are parts of metropolitan statistical areas.  For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_metro/gdp_metro_newsrelease.htm."
QGMPPUBINDUSMP,2024-09-18,2024-09-18,"Quantity Indexes for Real GDP: Private Industries: Information: Publishing Industries, Except Internet Includes Software for United States Metropolitan Portion",2001-01-01,2016-01-01,Annual,A,Index 2009=100,Index 2009=100,Not Seasonally Adjusted,NSA,2018-09-18 08:31:26-05:00,1,"Industries in the Publishing Industries (except Internet) NAICS subsector group establishments engaged in the publishing of newspapers, magazines, other periodicals, and books, as well as directory and mailing list and software publishing. In general, these establishments, which are known as publishers, issue copies of works for which they usually possess copyright. Works may be in one or more formats including traditional print form, CD-ROM, or proprietary electronic networks. Publishers may publish works originally created by others for which they have obtained the rights and/or works that they have created in-house. Software publishing is included here because the activity, creation of a copyrighted product and bringing it to market, is equivalent to the creation process for other types of intellectual products.  Consists of all counties in a state that are parts of metropolitan statistical areas.  For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_metro/gdp_metro_newsrelease.htm."
