id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,notes
B230RC0A052NBEA,2024-09-17,2024-09-17,Population,1929-01-01,2023-01-01,Annual,A,Thousands,Thous.,Not Seasonally Adjusted,NSA,2024-01-25 08:00:02-06:00,42,Population includes resident population plus armed forces overseas. The annual estimate is constructed as an average of monthly series https://fred.stlouisfed.org/series/POPTHM.  BEA Account Code: B230RC
B230RC0Q173SBEA,2024-09-17,2024-09-17,Population,1947-01-01,2024-04-01,Quarterly,Q,Thousands,Thous.,Not Seasonally Adjusted,NSA,2024-07-25 07:54:11-05:00,37,"Population includes resident population plus armed forces overseas. The annual estimate is constructed as an average of monthly series https://fred.stlouisfed.org/series/POPTHM.  BEA Account Code: B230RC  For more information about this series, please see http://www.bea.gov/national/."
CNP16OV,2024-09-17,2024-09-17,Population Level,1948-01-01,2024-08-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2024-09-06 07:46:18-05:00,58,"Civilian noninstitutional population is defined as persons 16 years of age and older residing in the 50 states and the District of Columbia, who are not inmates of institutions (e.g., penal and mental facilities, homes for the aged), and who are not on active duty in the Armed Forces.  The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNU00000000"
FHHWMC,2024-09-17,2024-09-17,Family Households with Married Couples,1940-01-01,2023-01-01,Annual,A,Thousands,Thous.,Not Seasonally Adjusted,NSA,2023-11-21 14:46:02-06:00,10,"Household is an occupied housing unit.  Householder is a person in whose name the housing unit is rented or owned. This person must be at least 15 years old.  Family household is a household in which there is at least 1 person present who is related to the householder by birth, marriage or adoption.   Family is used to refer to a family household. In general, family consists of those related to each other by birth, marriage or adoption.   This data uses the householder's person weight to describe characteristics of people living in households. As a result, estimates of the number of households do not match estimates of households from the Housing Vacancy Survey (HVS). The HVS is weighted to housing units, rather than the population, in order to more accurately estimate the number of occupied and vacant housing units. For more information about the source and accuracy statement of the Annual Social and Economic Supplement (ASEC) of the Current Population Survey (CPS) see the technical documentation accessible at: http://www.census.gov/programs-surveys/cps/technical-documentation/complete.html"
FMLWCUMC,2024-09-17,2024-09-17,Total Families with Children under 18 Years Old with Married Couple,1950-01-01,2023-01-01,Annual,A,Thousands,Thous.,Not Seasonally Adjusted,NSA,2023-11-27 12:36:02-06:00,15,"Household is an occupied housing unit.  Householder is a person in whose name the housing unit is rented or owned. This person must be at least 15 years old.  Family household is a household in which there is at least 1 person present who is related to the householder by birth, marriage or adoption.   Family is used to refer to a family household. In general, family consists of those related to each other by birth, marriage or adoption.   This data uses the householder's person weight to describe characteristics of people living in households. As a result, estimates of the number of households do not match estimates of households from the Housing Vacancy Survey (HVS). The HVS is weighted to housing units, rather than the population, in order to more accurately estimate the number of occupied and vacant housing units. For more information about the source and accuracy statement of the Annual Social and Economic Supplement (ASEC) of the Current Population Survey (CPS) see the technical documentation accessible at: http://www.census.gov/programs-surveys/cps/technical-documentation/complete.html"
LNU00000001,2024-09-17,2024-09-17,Population Level - Men,1948-01-01,2024-08-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2024-09-06 07:47:33-05:00,6,"Civilian noninstitutional population is defined as persons 16 years of age and older residing in the 50 states and the District of Columbia, who are not inmates of institutions (e.g., penal and mental facilities, homes for the aged), and who are not on active duty in the Armed Forces.  The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNU00000001"
LNU00000002,2024-09-17,2024-09-17,Population Level - Women,1948-01-01,2024-08-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2024-09-06 07:46:59-05:00,12,"Civilian noninstitutional population is defined as persons 16 years of age and older residing in the 50 states and the District of Columbia, who are not inmates of institutions (e.g., penal and mental facilities, homes for the aged), and who are not on active duty in the Armed Forces.  To obtain estimates of women worker employment, the ratio of weighted women employees to the weighted all employees in the sample is assumed to equal the same ratio in the universe. The current month's women worker ratio, thus, is estimated and then multiplied by the all-employee estimate. The weighted-difference-link-and-taper formula (described in the source) is used to estimate the current month's women worker ratio. This formula adds the change in the matched sample's women worker ratio (the weighted-difference link) to the prior month's estimate, which has been slightly modified to reflect changes in the sample composition (the taper).  The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNU00000002"
LNU00000003,2024-09-17,2024-09-17,Population Level - White,1954-01-01,2024-08-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2024-09-06 07:47:29-05:00,8,"Civilian noninstitutional population is defined as persons 16 years of age and older residing in the 50 states and the District of Columbia, who are not inmates of institutions (e.g., penal and mental facilities, homes for the aged), and who are not on active duty in the Armed Forces.  The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNU00000003"
LNU00000006,2024-09-17,2024-09-17,Population Level - Black or African American,1972-01-01,2024-08-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2024-09-06 07:47:21-05:00,9,"Civilian noninstitutional population is defined as persons 16 years of age and older residing in the 50 states and the District of Columbia, who are not inmates of institutions (e.g., penal and mental facilities, homes for the aged), and who are not on active duty in the Armed Forces.  The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNU00000006"
LNU00000009,2024-09-17,2024-09-17,Population Level - Hispanic or Latino,1973-03-01,2024-08-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2024-09-06 07:47:33-05:00,6,"Civilian noninstitutional population is defined as persons 16 years of age and older residing in the 50 states and the District of Columbia, who are not inmates of institutions (e.g., penal and mental facilities, homes for the aged), and who are not on active duty in the Armed Forces.  The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNU00000009"
LNU00000012,2024-09-17,2024-09-17,Population Level - 16-19 Yrs.,1948-01-01,2024-08-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2024-09-06 07:46:56-05:00,14,The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNU00000012
LNU00000025,2024-09-17,2024-09-17,"Population Level - 20 Yrs. & over, Men",1948-01-01,2024-08-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2024-09-06 07:47:52-05:00,3,The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNU00000025
LNU00000026,2024-09-17,2024-09-17,"Population Level - 20 Yrs. & over, Women",1948-01-01,2024-08-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2024-09-06 07:47:52-05:00,3,"To obtain estimates of women worker employment, the ratio of weighted women employees to the weighted all employees in the sample is assumed to equal the same ratio in the universe. The current month's women worker ratio, thus, is estimated and then multiplied by the all-employee estimate. The weighted-difference-link-and-taper formula (described in the source) is used to estimate the current month's women worker ratio. This formula adds the change in the matched sample's women worker ratio (the weighted-difference link) to the prior month's estimate, which has been slightly modified to reflect changes in the sample composition (the taper).  The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNU00000026"
LNU00000036,2024-09-17,2024-09-17,Population Level - 20-24 Yrs.,1948-01-01,2024-08-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2024-09-06 07:46:51-05:00,14,The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNU00000036
